step,date_label,profile_time,p_634_A_W,p_634_B_W,p_634_C_W,p_645_B_W,p_646_B_W,p_652_A_W,p_671_A_W,p_671_B_W,p_671_C_W,p_675_A_W,p_675_B_W,p_675_C_W,p_692_C_W,p_611_C_W
125,9-Jan-13,14:30,-12755.431640625,-1456.7869873046875,-15415.861328125,-12492.0634765625,-18079.9140625,-7563.4921875,-23885.533203125,-38366.86328125,-24092.15625,-41674.046875,-5335.36962890625,-13788.912109375,28529.19140625,-14302.205078125
126,9-Jan-13,15:00,-11925.412109375,-866.363037109375,-15633.427734375,-9771.11328125,-18915.931640625,-5927.17333984375,-23207.3828125,-35964.5,-22021.34375,-39565.62109375,-2167.30908203125,-16732.83203125,31084.185546875,-15176.9892578125
127,9-Jan-13,15:30,-11389.537109375,1000.3243408203125,-15068.5419921875,710.2267456054688,-14101.166015625,6.001189708709717,-19728.5703125,-15009.359375,-12274.990234375,-16157.203125,-3921.225341796875,-5241.6962890625,34610.43359375,-9943.2177734375
128,9-Jan-13,16:00,307.8445739746094,6964.3232421875,-2164.990478515625,11251.369140625,2244.80078125,4042.798583984375,10348.40234375,5788.06494140625,13705.4990234375,11304.232421875,390.1218566894531,17497.66015625,32169.845703125,-604.1954345703125
129,9-Jan-13,16:30,8715.623046875,7037.34716796875,5251.63916015625,9650.919921875,9795.4755859375,10552.08203125,22975.330078125,9133.259765625,22275.4375,16749.3046875,4105.97607421875,24169.822265625,28166.87890625,614.1987915039062
130,9-Jan-13,17:00,11517.66015625,9704.6123046875,7870.23681640625,16137.439453125,14076.8408203125,13502.67578125,29290.80078125,28077.994140625,30413.43359375,36469.2265625,5285.6474609375,34461.15234375,35956.79296875,12153.931640625
131,9-Jan-13,17:30,23509.44921875,16559.568359375,16541.470703125,25545.83203125,26639.9375,17747.54296875,52750.3125,37117.24609375,51560.68359375,47503.8359375,12329.837890625,40631.76953125,34136.40234375,11309.935546875
132,9-Jan-13,18:00,36337.96484375,22570.779296875,23195.953125,35256.9375,49061.734375,29233.7265625,76265.6640625,71155.3984375,80899.796875,87763.1875,22426.982421875,61159.8046875,37891.44921875,26168.474609375
133,9-Jan-13,18:30,50761.30859375,30849.89453125,30281.125,45530.08203125,71699.671875,34242.75390625,107983.1328125,100891.96875,111327.3984375,128153.28125,30297.421875,76740.8515625,49088.0859375,40665.171875
134,9-Jan-13,19:00,56459.4375,31197.8984375,32246.7265625,49973.4921875,75373.171875,33000.5078125,119379.8828125,106742.125,119628.1328125,142808.921875,28202.8359375,81051.2578125,49417.74609375,45964.04296875
135,9-Jan-13,19:30,58027.078125,28974.26953125,31673.640625,48242.578125,72937.25,34274.74609375,116973.328125,99501.5078125,119177.3359375,138853.375,27122.484375,76136.6875,42888.5625,42741.86328125
136,9-Jan-13,20:00,51874.27734375,29268.771484375,34181.47265625,45632.6640625,68474.953125,33730.6484375,113632.53125,100105.71875,113763.9375,130785.7890625,26588.28515625,81306.2890625,41434.1796875,41531.43359375
137,9-Jan-13,20:30,51690.6640625,29191.642578125,33922.69140625,43889.71484375,70103.828125,34800.8828125,111357.953125,111625.78125,113233.78125,143556.40625,23981.47265625,83997.03125,49016.01953125,52238.82421875
138,9-Jan-13,21:00,52710.33984375,29722.615234375,34712.4140625,42037.37109375,71374.1328125,36061.12109375,114644.75,110935.5234375,113963.9375,142260.09375,23647.369140625,88834.5625,45833.23828125,50151.6015625
139,9-Jan-13,21:30,53039.0078125,28986.927734375,32624.52734375,44189.8515625,72788.71875,31540.1875,112054.109375,106756.09375,110993.2890625,139721.40625,21934.814453125,81991.453125,47479.67578125,46323.05078125
140,9-Jan-13,22:00,45852.6796875,29134.8203125,30896.37890625,42423.87890625,66076.53125,31594.330078125,104348.96875,99061.4453125,104007.734375,126279.2890625,23251.267578125,76440.8515625,42020.40234375,41231.765625
141,9-Jan-13,22:30,49915.90625,28336.869140625,29317.474609375,47532.82421875,68456.109375,29879.890625,107182.9375,96954.5859375,110535.1953125,130073.6484375,23891.43359375,69868.625,39403.69921875,38186.3671875
142,9-Jan-13,23:00,46657.6796875,27490.349609375,29826.84765625,51388.5859375,63216.546875,27171.357421875,102591.859375,94553.7109375,107962.5546875,125172.6796875,22763.068359375,64630.94921875,39765.78515625,36189.72265625
143,9-Jan-13,23:30,38091.75390625,28886.931640625,25933.4140625,43278.38671875,57323.45703125,25750.90234375,91659.609375,87083.1015625,96170.703125,111445.21875,24977.560546875,59730.93359375,36688.95703125,35500.61328125
144,10-Jan-13,0:00,34970.2734375,26133.48828125,26333.552734375,42431.078125,50372.36328125,24650.857421875,85906.046875,80198.640625,89963.390625,101383.359375,23727.373046875,59075.8515625,30851.400390625,30831.11328125
145,10-Jan-13,0:30,36845.22265625,20176.328125,23969.47265625,43581.54296875,42645.6640625,25920.814453125,80138.1015625,73788.28125,82848.09375,97798.1171875,18929.89453125,55892.0625,28426.919921875,25186.140625
146,10-Jan-13,1:00,37628.66015625,19156.25,20700.85546875,37709.7109375,42118.875,27117.009765625,77754.046875,67980.484375,77209.15625,93415.0234375,16963.26171875,54947.734375,22239.521484375,22097.13671875
147,10-Jan-13,1:30,29917.62890625,16266.8681640625,19776.462890625,30849.52734375,38319.59765625,20657.1171875,66575.796875,63275.515625,66736.5625,81919.40625,15426.8134765625,46290.96875,23141.625,23795.693359375
148,10-Jan-13,2:00,29359.392578125,15659.921875,19085.990234375,28093.94140625,37879.76171875,20572.056640625,64859.07421875,61065.78515625,63709.60546875,78875.5546875,14224.4326171875,45474.71484375,22479.5078125,22623.3203125
149,10-Jan-13,2:30,28413.056640625,16126.93359375,22468.921875,26604.119140625,39797.84765625,23202.576171875,67213.609375,62400.25390625,64109.6953125,77355.2578125,14970.6630859375,50730.3984375,20078.91796875,20524.634765625
150,10-Jan-13,3:00,26948.1171875,12359.1298828125,19625.345703125,27522.28515625,33047.46484375,22452.435546875,59195.74609375,60187.4609375,58340.28125,74210.6484375,13030.05859375,45350.66015625,19832.857421875,19236.21875
151,10-Jan-13,3:30,25076.29296875,13063.328125,20454.380859375,27978.8515625,33705.8046875,21822.30078125,58175.50390625,62166.1875,58136.26171875,74612.7734375,12950.0341796875,46110.859375,21781.328125,20116.484375
152,10-Jan-13,4:00,25481.931640625,12530.82421875,20414.916015625,27919.314453125,33249.8984375,17563.39453125,58548.796875,56655.93359375,58600.62890625,69981.5234375,12222.8759765625,42299.2734375,20675.7265625,19824.470703125
153,10-Jan-13,4:30,24618.14453125,13111.4833984375,19584.4921875,29923.58984375,31460.61328125,17527.44921875,57525.015625,58060.71875,58716.32421875,70625.8984375,13396.177734375,41429.390625,21385.21875,20752.708984375
154,10-Jan-13,5:00,24121.220703125,13353.8818359375,17153.2265625,27744.75390625,31125.29296875,16067.169921875,55296.87109375,54067.2890625,56515.80859375,67691.359375,12951.1640625,37992.28515625,19803.291015625,19130.1875
155,10-Jan-13,5:30,29340.81640625,16491.8671875,18033.5234375,29241.33984375,38557.10546875,16091.2041015625,63734.86328125,54901.61328125,65951.0859375,73728.6796875,14525.91796875,41003.2734375,22377.501953125,21837.0703125
156,10-Jan-13,6:00,31230.57421875,17776.607421875,20945.43359375,28949.123046875,43571.7109375,17539.31640625,68215.6015625,53921.2421875,70843.25,74082.5703125,14840.630859375,43726.13671875,21507.23828125,20712.6953125
157,10-Jan-13,6:30,32346.62109375,19478.5625,21848.931640625,27486.380859375,48945.5859375,18569.66796875,73909.1875,62432.28125,74934.359375,86541.09375,15284.7646484375,51022.515625,26910.595703125,28863.353515625
158,10-Jan-13,7:00,33969.81640625,20767.619140625,21722.58203125,30933.673828125,46618.8671875,18959.734375,74867.3984375,66705.8125,75646.5703125,89489.625,16067.005859375,48677.66796875,30983.578125,31120.015625
159,10-Jan-13,7:30,31969.103515625,20122.240234375,22513.232421875,32040.1640625,45549.90625,21030.12109375,73795.125,72279.8046875,73403.984375,92018.03125,16255.0625,53597.703125,33976.328125,31857.65625
160,10-Jan-13,8:00,29022.296875,18616.533203125,17662.689453125,29983.181640625,38333.8203125,18219.587890625,64895.08203125,62412.28125,64939.93359375,80101.765625,17379.41015625,43446.984375,32289.92578125,27574.94921875
161,10-Jan-13,8:30,25171.876953125,15748.248046875,15341.798828125,20600.52734375,34162.27734375,14970.94921875,56927.2109375,53773.17578125,55469.58203125,70955.9765625,13874.31640625,40199.0234375,36102.84375,30655.931640625
162,10-Jan-13,9:00,23710.685546875,14740.994140625,15253.2763671875,18698.880859375,33293.00390625,15963.08203125,54411.9921875,47200.96875,55311.96875,61253.82421875,14966.65234375,37420.12890625,33876.3046875,22795.388671875
163,10-Jan-13,9:30,28752.943359375,14337.0869140625,10441.2802734375,22102.876953125,35586.44140625,14732.8935546875,54688.36328125,43963.6875,58298.203125,66529.0625,13642.2548828125,33220.73828125,33392.13671875,20454.611328125
164,10-Jan-13,10:00,25496.81640625,8699.6181640625,6802.99267578125,22673.013671875,24591.009765625,9729.91796875,45672.625,29898.666015625,48559.85546875,53666.578125,10362.9296875,22621.314453125,32503.9375,13838.4755859375
165,10-Jan-13,10:30,18196.123046875,3699.04638671875,3824.60546875,16877.279296875,13586.818359375,5135.0107421875,31545.33203125,11197.994140625,33356.1328125,31572.21484375,4494.4052734375,14330.6328125,31227.619140625,7614.4619140625
166,10-Jan-13,11:00,10637.859375,8906.62109375,8734.8994140625,16143.5244140625,17746.466796875,5893.1640625,31561.326171875,19865.08984375,34914.5234375,30864.09765625,5897.96630859375,22585.310546875,35528.6796875,12510.048828125
167,10-Jan-13,11:30,4653.6552734375,4989.70361328125,4363.4365234375,15705.853515625,7090.501953125,7039.3896484375,17780.123046875,20685.37890625,23367.705078125,25767.0859375,4847.51123046875,16067.19921875,32075.833984375,8214.658203125
168,10-Jan-13,12:00,3731.603271484375,8607.630859375,3725.95263671875,6554.095703125,11079.9873046875,8057.59375,17190.8125,12344.638671875,20444.9921875,13660.7021484375,9617.0,15054.873046875,30825.529296875,4579.482421875
169,10-Jan-13,12:30,-3531.129638671875,4573.45654296875,4387.79248046875,-2310.719482421875,3399.236083984375,6431.27001953125,4194.97216796875,2314.49462890625,3374.822998046875,-6621.3076171875,7146.22802734375,9973.2314453125,31127.6015625,-1086.3519287109375
170,10-Jan-13,13:00,-636.0809936523438,6464.0517578125,-772.6685791015625,-1186.3709716796875,5730.06298828125,2510.496826171875,8043.86083984375,5509.966796875,10196.4921875,5123.013671875,9498.9599609375,3989.977294921875,34362.40234375,6653.96240234375
171,10-Jan-13,13:30,1196.2525634765625,8351.3515625,2035.0797119140625,944.827392578125,8869.7529296875,5056.97314453125,13826.744140625,11842.6591796875,15090.1376953125,11516.216796875,9458.27734375,11192.46484375,32812.015625,8694.99609375
172,10-Jan-13,14:00,6643.6015625,8381.912109375,1390.00390625,2130.668212890625,12716.787109375,3158.6201171875,19110.427734375,8865.1640625,20376.96484375,14606.8671875,9917.099609375,9745.1513671875,31511.484375,9058.9296875
173,10-Jan-13,14:30,2403.5986328125,5749.78076171875,4243.06396484375,-782.245361328125,6424.2255859375,4722.9345703125,11858.7548828125,-1234.4405517578125,11344.763671875,-3318.8623046875,6103.90625,9939.21484375,24957.087890625,-332.107421875
174,10-Jan-13,15:00,218.1112518310547,4656.52294921875,4574.0341796875,-2696.8447265625,4701.71337890625,6533.29345703125,8125.88623046875,-1256.448486328125,7137.7421875,-3470.687255859375,5109.595703125,7870.546875,27075.5703125,-1486.4810791015625
175,10-Jan-13,15:30,-2143.116943359375,3767.974609375,3035.771484375,-2426.744873046875,4319.50048828125,7123.40869140625,3732.865966796875,104.03712463378906,6255.89794921875,-1866.369140625,5210.4697265625,5949.92578125,27399.568359375,-718.2324829101562
176,10-Jan-13,16:00,1510.1220703125,8045.1875,3895.630615234375,440.0375671386719,11878.1796875,5267.03955078125,13917.22265625,3639.298828125,16045.9111328125,3486.6884765625,7411.95849609375,11237.6357421875,23589.75390625,446.14434814453125
177,10-Jan-13,16:30,6241.955078125,5109.525390625,6295.865234375,4901.4658203125,12384.5068359375,6945.37158203125,16513.8203125,10431.72265625,20663.044921875,12288.4267578125,3719.1591796875,15338.9677734375,24223.916015625,1112.360107421875
178,10-Jan-13,17:00,8815.439453125,9645.2421875,8832.5830078125,5167.55810546875,17906.296875,9429.8779296875,26106.125,19047.240234375,25974.3515625,21848.349609375,9320.9111328125,23829.705078125,27384.69921875,10003.2353515625
179,10-Jan-13,17:30,16454.642578125,20173.798828125,17569.2265625,23687.0078125,34360.55078125,14448.861328125,54224.578125,47038.7890625,54093.23828125,53476.58984375,16111.0126953125,36803.9375,38671.46875,16605.384765625
180,10-Jan-13,18:00,33275.89453125,20695.26953125,27517.095703125,38706.375,47556.01953125,24886.94140625,76407.734375,76005.1328125,78455.296875,92444.359375,18517.759765625,55494.0078125,46391.4140625,27712.9921875
181,10-Jan-13,18:30,37220.16796875,24245.009765625,32278.0,37153.54296875,54661.90625,27551.4375,88568.65625,86330.78125,87471.3984375,101197.96875,20885.8671875,68942.265625,45991.2578125,36247.70703125
182,10-Jan-13,19:00,38713.328125,25890.9296875,35808.703125,38873.90234375,58229.2421875,31479.814453125,93891.34375,92931.171875,92608.4921875,107547.875,22242.951171875,73743.875,46813.375,37326.08203125
183,10-Jan-13,19:30,49337.68359375,29472.009765625,34254.80859375,42070.91015625,68228.515625,30109.951171875,107665.0859375,95333.9921875,108836.6953125,121728.0546875,27088.435546875,71905.203125,43934.78125,40307.0625
184,10-Jan-13,20:00,55847.74609375,28369.62890625,32743.44140625,45240.265625,72510.1875,29999.9375,113078.3671875,101500.1796875,116282.53125,134880.703125,26308.1953125,74259.9296875,44420.90234375,45343.64453125
185,10-Jan-13,20:30,58797.60546875,32022.318359375,33212.8125,49415.546875,76575.78125,36327.13671875,122328.53125,109187.0,123246.390625,147551.0,25045.796875,85145.578125,45077.12109375,45023.6328125
186,10-Jan-13,21:00,56619.13671875,30864.96484375,36063.1875,49721.11328125,76608.34375,33312.54296875,122488.5390625,108916.828125,122494.0546875,146432.765625,22691.05078125,86708.0625,44837.0078125,47033.2265625
187,10-Jan-13,21:30,53387.703125,31830.28515625,36565.84765625,48439.16796875,74417.640625,31640.224609375,117928.7734375,108680.765625,116556.6484375,138737.28125,25351.888671875,82826.8125,46335.3984375,45196.6328125
188,10-Jan-13,22:00,48962.75,27994.548828125,29723.046875,45777.75,67331.0703125,26973.3125,108283.203125,100511.8515625,109210.8671875,131849.96875,24821.720703125,73541.8203125,42270.40234375,44950.55859375
189,10-Jan-13,22:30,48931.33203125,29428.486328125,31766.220703125,45491.9453125,68485.359375,28223.2265625,107890.4921875,99429.4609375,111591.28125,128727.2421875,27420.533203125,75454.453125,37141.0859375,42493.7734375
190,10-Jan-13,23:00,47110.4609375,26443.96484375,27994.994140625,49723.8203125,63193.6015625,26340.787109375,101703.03125,99184.2109375,107998.171875,132091.96875,24541.9140625,66579.3203125,43337.95703125,44228.40625
191,10-Jan-13,23:30,39873.63671875,29049.39453125,25445.3515625,43211.69921875,60389.3515625,26810.9375,93989.40625,83115.6953125,99990.2421875,108786.0234375,27982.732421875,60661.578125,31853.75390625,30727.916015625
192,11-Jan-13,0:00,36106.578125,26245.46484375,23148.744140625,38288.14453125,52722.9296875,23166.484375,84297.375,78818.7421875,88027.390625,99153.1953125,24647.66796875,56298.18359375,33062.0390625,31280.103515625
193,11-Jan-13,0:30,38366.40234375,18401.353515625,21980.15234375,37925.62890625,43299.44140625,24326.943359375,76895.671875,70386.9921875,80027.765625,93774.4765625,18311.6875,52040.8046875,27602.822265625,26024.408203125
194,11-Jan-13,1:00,38760.296875,17423.34765625,22551.701171875,34650.52734375,43149.1484375,23954.720703125,76303.75,68712.515625,76358.7109375,90527.8359375,16219.0546875,53441.2890625,25938.359375,24539.939453125
195,11-Jan-13,1:30,35173.5859375,15173.4599609375,20306.87890625,29520.05859375,39287.859375,21040.1484375,67981.8046875,62636.33984375,67530.546875,82114.1953125,14762.6005859375,46495.04296875,25114.15625,24223.837890625
196,11-Jan-13,2:00,32069.76953125,15282.880859375,20587.224609375,27086.732421875,37013.4296875,21218.1875,64266.92578125,60767.671875,62529.30859375,76421.0859375,13348.158203125,46639.07421875,21825.345703125,22049.126953125
197,11-Jan-13,2:30,26544.208984375,13593.9091796875,20735.400390625,22989.1796875,33727.98046875,25216.958984375,58553.5859375,64354.96875,55243.55078125,74238.59375,12795.9794921875,50627.82421875,20461.021484375,20385.880859375
198,11-Jan-13,3:00,26177.80078125,13454.337890625,20258.291015625,23353.236328125,33627.9609375,23956.68359375,56160.92578125,62878.421875,54899.453125,72604.1953125,12577.908203125,47569.4140625,20639.060546875,20426.35546875
199,11-Jan-13,3:30,27498.8671875,14169.8388671875,21545.431640625,25490.296875,36436.76171875,22810.306640625,59875.50390625,63633.34375,60067.8984375,75314.21875,12720.2490234375,47821.5859375,22103.103515625,21512.1171875
200,11-Jan-13,4:00,25282.927734375,12571.271484375,20760.068359375,25353.7734375,34646.44921875,17447.4296875,56172.7109375,59679.29296875,57189.94140625,70855.9296875,11899.7119140625,42459.72265625,24770.04296875,23559.615234375
201,11-Jan-13,4:30,24503.927734375,13427.3017578125,18917.544921875,24219.48046875,32393.45703125,15701.0732421875,55574.90625,59061.078125,55117.4296875,68357.3828125,13607.92578125,41861.51953125,22275.173828125,23829.697265625
202,11-Jan-13,5:00,25395.158203125,15578.66796875,16970.55859375,25261.947265625,34281.82421875,15000.96484375,57173.30078125,56039.9921875,57323.94140625,67781.3984375,15226.748046875,37970.28125,21719.31640625,21849.068359375
203,11-Jan-13,5:30,29493.20703125,16416.65234375,17797.439453125,27322.2578125,39210.2734375,16147.056640625,62608.31640625,58186.41015625,64889.7734375,74754.140625,14672.5771484375,41621.46484375,22625.501953125,23137.484375
204,11-Jan-13,6:00,33202.24609375,16605.494140625,17083.080078125,27795.9140625,41613.4296875,15726.7431640625,65185.4140625,55863.9296875,67238.640625,76528.4296875,14862.6171875,39948.95703125,23183.650390625,22955.443359375
205,11-Jan-13,6:30,33864.28515625,17393.021484375,17176.041015625,26332.265625,43037.546875,18339.630859375,66899.546875,61673.98046875,67684.546875,84802.78125,13754.2841796875,43025.8671875,27758.791015625,26878.662109375
206,11-Jan-13,7:00,32405.8203125,18365.146484375,18778.623046875,25137.744140625,43961.58203125,21376.20703125,66125.359375,63864.8046875,67362.546875,84466.625,15244.748046875,46475.7265625,28679.041015625,27823.837890625
207,11-Jan-13,7:30,27309.861328125,15972.12890625,18145.283203125,26220.1015625,35670.55859375,19465.837890625,58903.67578125,59527.23828125,58714.390625,74778.7421875,13404.1728515625,43314.02734375,32644.005859375,23619.650390625
208,11-Jan-13,8:00,22269.958984375,15273.9296875,15092.765625,16567.279296875,28467.94140625,20463.94921875,48236.75,50353.2890625,47832.9765625,60953.76171875,12416.6318359375,40997.046875,33546.609375,21943.111328125
209,11-Jan-13,8:30,14633.1982421875,7705.7978515625,7479.732421875,5109.533203125,14601.3994140625,12012.365234375,26758.23046875,22838.1484375,26406.431640625,30447.9921875,8456.640625,21428.923828125,32151.833984375,13360.318359375
210,11-Jan-13,9:00,10064.828125,1305.20947265625,638.6199340820312,-4473.3603515625,9239.3212890625,5436.1455078125,11694.7275390625,-960.3426513671875,12423.037109375,8487.1044921875,2144.669921875,7344.37451171875,35469.44921875,5649.82666015625
211,11-Jan-13,9:30,3352.80908203125,-5058.6787109375,-3064.247802734375,-12939.962890625,-950.3333129882812,-1196.238037109375,-4080.95068359375,-22325.96875,-3932.9580078125,-16829.349609375,-3499.0927734375,-4687.515625,31895.771484375,-4303.39208984375
212,11-Jan-13,10:00,-11137.771484375,-10937.58984375,-8132.72216796875,-17943.40234375,-20775.537109375,-7045.38330078125,-28139.4609375,-44611.91015625,-27342.63671875,-48681.55859375,-9681.0224609375,-20152.517578125,29763.2265625,-17879.783203125
213,11-Jan-13,10:30,-21798.64453125,-15644.3271484375,-17722.671875,-28242.25390625,-35203.1171875,-14174.8271484375,-52926.2890625,-69230.703125,-50768.38671875,-80131.9921875,-10917.4130859375,-40333.0625,26983.5625,-27931.044921875
214,11-Jan-13,11:00,-29383.080078125,-16941.197265625,-23087.95703125,-30525.55078125,-45046.51171875,-16299.2626953125,-68103.8046875,-79558.4140625,-63093.38671875,-94876.9921875,-14854.6455078125,-46475.0625,28674.951171875,-33968.98828125
215,11-Jan-13,11:30,-23802.357421875,-17312.580078125,-24105.34765625,-32154.029296875,-43013.7265625,-24008.740234375,-60709.984375,-77547.6953125,-60501.75,-85574.9140625,-19267.74609375,-49596.05859375,40797.90234375,-26178.4765625
216,11-Jan-13,12:00,-20343.79296875,-20396.21484375,-22862.740234375,-30985.693359375,-43307.40625,-16495.28125,-63694.72265625,-71451.5,-62597.2890625,-79119.7421875,-20524.400390625,-46661.1171875,44366.84375,-29561.578125
217,11-Jan-13,12:30,-18373.826171875,-16118.966796875,-16799.91796875,-18776.638671875,-34790.43359375,-13854.6923828125,-54761.21484375,-41141.86328125,-42795.984375,-49367.59765625,-14617.8486328125,-40234.31640625,54403.56640625,-12960.0654296875
218,11-Jan-13,13:00,-20486.470703125,-8314.8857421875,-25432.4375,-20120.873046875,-34271.4765625,-20146.064453125,-52364.0703125,-66621.90625,-38779.5859375,-69329.984375,-6571.8369140625,-54059.13671875,47882.13671875,-23934.86328125
219,11-Jan-13,13:30,-24092.890625,-5531.373046875,-27252.552734375,-22152.953125,-35644.87890625,-18969.759765625,-54450.68359375,-64321.875,-43476.46875,-69223.921875,-6662.09228515625,-48601.4609375,53476.87890625,-18735.8828125
220,11-Jan-13,14:00,-18839.287109375,-1622.288818359375,-26158.533203125,-22243.08984375,-27681.634765625,-17291.4765625,-45466.63671875,-65273.2734375,-33674.20703125,-67441.5546875,-2058.64306640625,-47267.2890625,47353.22265625,-20994.7890625
221,11-Jan-13,14:30,-4001.039306640625,1732.426025390625,-13125.7763671875,-2248.700927734375,-18404.591796875,-11058.2021484375,-18082.1875,-34236.23046875,-1710.416748046875,-29883.951171875,-1872.5850830078125,-24275.8671875,49382.03515625,-8744.833984375
222,11-Jan-13,15:00,-6157.2548828125,14383.103515625,-6722.056640625,-2267.987548828125,-3027.107177734375,-8761.0009765625,1236.287109375,-10745.8388671875,11513.5810546875,-10938.1728515625,8805.9521484375,-10675.4580078125,55863.6328125,5417.7548828125
223,11-Jan-13,15:30,6200.4853515625,18770.970703125,1715.7708740234375,10392.9775390625,16317.826171875,-254.0502166748047,29332.802734375,15603.5693359375,34974.54296875,23918.7265625,10421.2490234375,13394.33984375,61411.0,11353.6787109375
224,11-Jan-13,16:00,8151.41064453125,23063.40234375,3477.215087890625,14014.4375,17178.044921875,9943.9814453125,35396.234375,22694.103515625,37108.7109375,30198.015625,8398.6181640625,28603.8359375,61383.1640625,7185.95849609375
225,11-Jan-13,16:30,4868.9248046875,27643.193359375,4881.80615234375,14684.5458984375,19872.93359375,22598.330078125,37364.57421875,37743.47265625,38795.46875,40918.0703125,10541.2861328125,40789.21875,60814.8515625,7306.3681640625
226,11-Jan-13,17:00,32253.4609375,36016.72265625,19923.89453125,39496.2578125,42991.36328125,32892.52734375,83859.484375,77909.8203125,85619.0546875,96091.0625,14816.609375,66957.7265625,67444.59375,24347.900390625
227,11-Jan-13,17:30,47855.58984375,47221.5234375,35002.359375,63915.453125,65130.83984375,37615.51953125,127564.8359375,107771.9609375,127483.1328125,134338.640625,27628.474609375,87348.4296875,69699.0234375,34781.3203125
228,11-Jan-13,18:00,57594.22265625,45889.67578125,53602.70703125,83209.6875,74844.5625,45228.71484375,150100.953125,149933.28125,151856.75,174927.71875,32011.953125,111165.546875,78124.921875,55673.4453125
229,11-Jan-13,18:30,72411.6953125,59052.40234375,64264.8203125,97933.34375,99581.0390625,54461.1171875,189779.25,185853.203125,191209.34375,218676.25,38781.90234375,137676.5,84707.8984375,66849.6328125
230,11-Jan-13,19:00,88219.609375,72745.1875,60914.51953125,104278.375,123362.4453125,65464.8828125,218363.25,203624.609375,222879.234375,255212.234375,51045.796875,149972.625,88442.984375,78713.53125
231,11-Jan-13,19:30,102707.25,74826.8359375,68667.625,117403.890625,134672.21875,69071.3203125,243423.390625,217539.8125,249314.859375,277285.4375,55001.8125,162444.546875,85645.4609375,80720.1171875
232,11-Jan-13,20:00,108137.671875,69191.859375,67336.6328125,115814.3125,137238.125,66501.7421875,249221.859375,212039.78125,252510.828125,283530.15625,52219.609375,164849.171875,83973.5703125,82348.609375
233,11-Jan-13,20:30,115747.5390625,68864.0859375,66599.8515625,107233.8203125,140519.375,63600.3515625,250168.53125,208262.09375,244210.140625,281184.59375,49955.51171875,163630.515625,88543.8125,84260.9921875
234,11-Jan-13,21:00,124863.1484375,66409.53125,64013.37890625,109860.4296875,147631.765625,61260.203125,252779.671875,210691.375,249566.71875,285854.46875,58588.1953125,154213.15625,96330.21875,91580.9296875
235,11-Jan-13,21:30,104785.59375,65744.03125,63825.4375,103425.515625,137258.625,62994.40625,234687.078125,204504.859375,235598.625,269024.6875,53292.5234375,149748.59375,84355.0,81767.4765625
236,11-Jan-13,22:00,90772.96875,60285.3671875,58072.05859375,97958.5546875,121325.703125,58961.58984375,210308.34375,195526.265625,215288.640625,252128.515625,51786.09375,134411.078125,82429.171875,78041.2421875
237,11-Jan-13,22:30,84504.3203125,52959.37109375,52088.2109375,90559.2890625,110263.796875,55902.1796875,189244.390625,178581.859375,197801.859375,234717.234375,46372.49609375,121795.1796875,74796.8828125,70855.4140625
238,11-Jan-13,23:00,73244.859375,45328.0234375,45313.49609375,90329.046875,94978.4921875,51386.44921875,165448.578125,185097.015625,176540.359375,238607.140625,37371.64453125,111823.2734375,85656.40625,78345.328125
239,11-Jan-13,23:30,73903.78125,42672.3203125,45740.0546875,90256.4140625,93225.5,47970.10546875,161259.84375,175708.671875,172197.71875,226922.25,33694.5,109509.4140625,75826.3828125,69904.0703125
240,12-Jan-13,0:00,69625.890625,35143.66796875,38796.08203125,76631.78125,80334.9140625,38367.453125,145972.0625,147324.5625,151570.9375,198536.5625,28726.974609375,91969.421875,65147.8828125,63778.6640625
